"license_year","hunting_district","deer_species","hunters","total_harvest","bucks","does","bow","rifle","x4_or_more_points","success_rate_per_hunter"
2007,"560","md",1194,544,315,229,7,537,192,NA
2007,"560","wt",1194,413,201,207,17,396,147,NA
2007,"570","all_deer",1437,1318,718,584,75,1243,440,0.917188587334725
2007,"570","md",1437,635,451,181,34,601,246,NA
2007,"570","wt",1437,683,267,403,41,642,193,NA
2007,"575","all_deer",2810,2761,1297,1423,122,2639,725,0.982562277580071
2007,"575","md",2810,1476,825,641,23,1453,399,NA
2007,"575","wt",2810,1285,472,782,99,1186,326,NA
2007,"580","all_deer",1742,1632,784,810,46,1586,549,0.936854190585534
2007,"580","md",1742,606,443,163,6,600,291,NA
2007,"580","wt",1742,1026,341,647,39,986,259,NA
2007,"590","all_deer",3238,2111,1413,664,97,2014,922,0.651945645460161
2007,"590","md",3238,1384,1107,273,24,1360,706,NA
2007,"590","wt",3238,727,306,390,73,654,215,NA
2007,"600","all_deer",1510,1439,722,674,36,1404,496,0.952980132450331
2007,"600","md",1510,901,513,372,27,874,311,NA
2007,"600","wt",1510,538,209,302,9,530,185,NA
2007,"610","all_deer",849,631,455,176,0,631,311,0.743227326266195
2007,"610","md",849,447,315,132,0,447,185,NA
2007,"610","wt",849,185,140,45,0,185,126,NA
2007,"611","all_deer",869,846,461,381,5,841,365,0.973532796317606
2007,"611","md",869,614,338,273,0,614,251,NA
2007,"611","wt",869,232,124,108,5,227,114,NA
2007,"620","all_deer",1495,1087,635,437,49,1038,451,0.727090301003344
2007,"620","md",1495,779,480,293,18,761,315,NA
2007,"620","wt",1495,308,155,143,31,277,136,NA
2007,"621","all_deer",792,307,245,62,7,300,174,0.387626262626263
2007,"621","md",792,240,207,33,3,236,136,NA
2007,"621","wt",792,68,38,29,4,64,38,NA
2007,"622","all_deer",533,155,144,11,6,149,87,0.290806754221388
2007,"622","md",533,151,144,7,6,144,87,NA
2007,"622","wt",533,4,0,4,0,4,0,NA
2007,"630","all_deer",1796,1890,872,1002,153,1737,673,1.05233853006682
2007,"630","md",1796,834,456,376,0,834,340,NA
2007,"630","wt",1796,1056,417,626,153,903,333,NA
2007,"631","all_deer",219,74,60,14,5,69,46,0.337899543378995
2007,"631","md",219,66,57,9,0,66,43,NA
2007,"631","wt",219,8,3,5,5,3,3,NA
2007,"632","all_deer",266,136,103,33,3,133,77,0.511278195488722
2007,"632","md",266,120,92,28,3,117,66,NA
2007,"632","wt",266,16,11,5,0,16,11,NA
2007,"640","all_deer",1332,1115,594,521,8,1107,514,0.837087087087087
2007,"640","md",1332,552,322,230,3,549,269,NA
2007,"640","wt",1332,563,272,291,5,559,245,NA
2007,"641","all_deer",571,426,298,124,6,420,246,0.746059544658494
2007,"641","md",571,105,101,0,0,105,66,NA
2007,"641","wt",571,321,197,124,6,315,179,NA
2007,"650","all_deer",1158,935,614,306,17,918,479,0.807426597582038
2007,"650","md",1158,528,402,126,0,528,296,NA
2007,"650","wt",1158,408,212,180,17,390,183,NA
2007,"651","all_deer",1475,1076,696,373,50,1026,478,0.729491525423729
2007,"651","md",1475,562,389,167,5,557,219,NA
2007,"651","wt",1475,514,307,206,45,469,260,NA
2007,"652","all_deer",137,96,51,45,5,91,42,0.700729927007299
2007,"652","md",137,85,45,41,5,81,36,NA
2007,"652","wt",137,11,6,5,0,11,6,NA
2007,"670","all_deer",1640,1597,803,787,58,1538,672,0.973780487804878
2007,"670","md",1640,1008,517,488,14,994,415,NA
2007,"670","wt",1640,589,286,298,44,544,257,NA
2007,"680","all_deer",704,675,325,345,15,661,205,0.958806818181818
2007,"680","md",704,617,307,304,10,607,188,NA
2007,"680","wt",704,59,17,41,5,54,17,NA
2007,"690","all_deer",2181,1591,977,605,46,1545,754,0.729481889041724
2007,"690","md",2181,1126,790,337,3,1123,599,NA
2007,"690","wt",2181,465,187,268,43,422,155,NA
2007,"700","all_deer",3649,3146,1773,1356,71,3075,1322,0.862154014798575
2007,"700","md",3649,2509,1533,964,30,2479,1097,NA
2007,"700","wt",3649,636,240,393,41,596,225,NA
2007,"701","all_deer",3138,2657,1521,1104,114,2544,1053,0.846717654557043
2007,"701","md",3138,1886,1140,726,53,1833,741,NA
2007,"701","wt",3138,772,381,377,61,711,312,NA
2007,"702","all_deer",2284,2079,1175,889,79,2001,851,0.910245183887916
2007,"702","md",2284,1813,1041,762,66,1747,721,NA
2007,"702","wt",2284,267,134,127,13,253,129,NA
2007,"703","all_deer",3796,3673,1845,1744,102,3571,1492,0.967597471022129
2007,"703","md",3796,2145,1144,963,35,2110,860,NA
2007,"703","wt",3796,1528,700,781,67,1461,632,NA
2007,"704","all_deer",4233,4013,2386,1597,98,3915,1804,0.948027403732577
2007,"704","md",4233,3385,2059,1312,86,3299,1521,NA
2007,"704","wt",4233,628,327,285,12,616,283,NA
2007,"705","all_deer",5033,4921,2844,2000,111,4810,2343,0.977746870653686
2007,"705","md",5033,3524,2183,1317,60,3464,1744,NA
2007,"705","wt",5033,1397,661,684,51,1346,599,NA
2008,"100","all_deer",3675,1622,913,677,34,1588,577,0.441360544217687
2008,"100","md",3675,180,142,33,0,180,77,NA
2008,"100","wt",3675,1442,770,645,34,1408,501,NA
2008,"101","all_deer",2969,1191,657,501,67,1123,423,0.401145166722802
2008,"101","md",2969,87,74,13,6,81,39,NA
2008,"101","wt",2969,1103,583,488,61,1042,385,NA
2008,"102","all_deer",3452,1038,657,378,30,1008,407,0.300695249130939
2008,"102","md",3452,102,90,12,0,102,42,NA
2008,"102","wt",3452,936,566,366,30,906,365,NA
2008,"103","all_deer",3398,981,608,371,19,961,362,0.288699234844026
2008,"103","md",3398,152,114,38,6,146,45,NA
2008,"103","wt",3398,829,494,332,13,816,318,NA
2008,"104","all_deer",2279,821,535,281,36,785,347,0.36024572180781
2008,"104","md",2279,106,90,16,0,106,63,NA
2008,"104","wt",2279,716,446,265,36,679,284,NA
2008,"109","all_deer",641,391,185,207,21,370,107,0.609984399375975
2008,"109","md",641,37,33,4,0,37,12,NA
2008,"109","wt",641,354,152,203,21,333,95,NA
2008,"110","all_deer",2278,606,464,141,14,592,311,0.266022827041264
2008,"110","md",2278,75,69,6,0,75,45,NA
2008,"110","wt",2278,531,396,135,14,517,266,NA
2008,"120","all_deer",2594,882,502,367,32,850,334,0.340015420200463
2008,"120","md",2594,39,33,6,0,39,15,NA
2008,"120","wt",2594,843,469,361,32,811,319,NA
2008,"121","all_deer",3588,1508,931,568,37,1471,574,0.420289855072464
2008,"121","md",3588,232,200,32,6,226,114,NA
2008,"121","wt",3588,1276,731,537,31,1245,460,NA
2008,"122","all_deer",2294,558,433,121,8,551,252,0.243243243243243
2008,"122","md",2294,152,124,26,3,149,47,NA
2008,"122","wt",2294,406,309,95,5,402,204,NA
2008,"123","all_deer",726,206,131,72,8,198,92,0.283746556473829
2008,"123","md",726,46,35,11,2,45,23,NA
2008,"123","wt",726,160,95,61,6,153,68,NA
2008,"124","all_deer",716,237,143,92,8,229,66,0.331005586592179
2008,"124","md",716,52,50,2,0,52,23,NA
2008,"124","wt",716,185,93,90,8,178,43,NA
2008,"130","all_deer",2701,1056,647,392,17,1039,427,0.390966308774528
2008,"130","md",2701,44,35,9,0,44,29,NA
2008,"130","wt",2701,1013,612,384,17,996,398,NA
2008,"132","all_deer",1413,496,313,177,33,463,223,0.35102618542109
2008,"132","md",1413,38,24,14,0,38,12,NA
2008,"132","wt",1413,458,289,163,33,425,211,NA
2008,"140","all_deer",935,176,165,12,6,170,119,0.188235294117647
2008,"140","md",935,45,45,0,0,45,30,NA
2008,"140","wt",935,131,119,12,6,125,89,NA
2008,"141","all_deer",171,30,27,3,3,27,21,0.175438596491228
2008,"141","md",171,12,12,0,3,9,12,NA
2008,"141","wt",171,18,15,3,0,18,9,NA
2008,"150","all_deer",361,75,66,9,3,72,43,0.207756232686981
2008,"150","md",361,40,40,0,3,37,29,NA
2008,"150","wt",361,35,26,9,0,35,14,NA
2008,"151","all_deer",95,26,23,3,0,26,20,0.273684210526316
2008,"151","md",95,15,15,0,0,15,12,NA
2008,"151","wt",95,12,9,3,0,12,9,NA
2008,"170","all_deer",2023,1538,475,1043,223,1315,302,0.760257043994068
2008,"170","md",2023,41,18,23,0,41,9,NA
2008,"170","wt",2023,1496,457,1020,223,1274,293,NA
2008,"200","all_deer",968,333,136,190,6,326,70,0.34400826446281
2008,"200","md",968,61,52,6,0,61,21,NA
2008,"200","wt",968,272,84,184,6,265,50,NA
2008,"201","all_deer",2313,901,466,424,29,872,257,0.389537397319498
2008,"201","md",2313,114,102,11,3,111,48,NA
2008,"201","wt",2313,787,365,413,26,761,209,NA
2008,"202","all_deer",1510,502,259,236,4,498,151,0.332450331125828
2008,"202","md",1510,77,73,4,1,76,40,NA
2008,"202","wt",1510,425,187,232,3,422,110,NA
2008,"203","all_deer",1629,438,271,161,20,417,155,0.268876611418048
2008,"203","md",1629,57,57,0,3,54,24,NA
2008,"203","wt",1629,381,215,161,17,363,131,NA
2008,"204","all_deer",1754,587,342,240,74,513,177,0.334663625997719
2008,"204","md",1754,142,125,16,19,123,56,NA
2008,"204","wt",1754,445,217,223,56,390,121,NA
2008,"210","all_deer",860,227,96,124,5,222,53,0.263953488372093
2008,"210","md",860,58,38,20,2,56,23,NA
2008,"210","wt",860,169,59,104,3,166,30,NA
2008,"211","all_deer",240,38,24,14,12,26,12,0.158333333333333
2008,"211","md",240,21,21,0,6,15,12,NA
2008,"211","wt",240,17,3,14,6,11,0,NA
2008,"212","all_deer",1194,306,171,131,16,290,91,0.256281407035176
2008,"212","md",1194,90,52,39,0,90,22,NA
2008,"212","wt",1194,216,120,93,16,200,69,NA
2008,"213","all_deer",406,109,71,38,3,106,9,0.268472906403941
2008,"213","md",406,51,36,15,3,48,0,NA
2008,"213","wt",406,58,35,23,0,58,9,NA
2008,"214","all_deer",312,74,38,36,5,69,15,0.237179487179487
2008,"214","md",312,29,20,9,2,27,3,NA
2008,"214","wt",312,46,18,27,3,43,12,NA
2008,"215","all_deer",1235,360,234,123,12,348,87,0.291497975708502
2008,"215","md",1235,155,141,15,6,149,44,NA
2008,"215","wt",1235,205,93,109,6,199,42,NA
2008,"216","all_deer",337,97,69,25,0,97,33,0.287833827893175
2008,"216","md",337,42,39,3,0,42,12,NA
2008,"216","wt",337,55,30,22,0,55,21,NA
2008,"240","all_deer",2400,887,496,385,108,779,274,0.369583333333333
2008,"240","md",2400,75,72,3,3,72,18,NA
2008,"240","wt",2400,812,424,382,105,706,255,NA
2008,"250","all_deer",1338,335,233,102,22,313,113,0.250373692077728
2008,"250","md",1338,134,126,9,3,131,45,NA
2008,"250","wt",1338,200,107,93,19,181,68,NA
2008,"260","all_deer",1223,815,175,614,475,340,127,0.666394112837285
2008,"260","md",1223,21,9,9,12,9,6,NA
2008,"260","wt",1223,794,167,605,463,331,122,NA
2008,"261","all_deer",823,330,150,170,31,299,94,0.40097205346294
2008,"261","md",823,67,21,45,10,57,18,NA
2008,"261","wt",823,263,129,125,21,242,75,NA
2008,"270","all_deer",2072,513,220,287,25,488,147,0.247586872586873
2008,"270","md",2072,184,68,117,15,170,59,NA
2008,"270","wt",2072,328,152,170,11,318,88,NA
2008,"280","all_deer",290,52,49,3,0,52,41,0.179310344827586
2008,"280","md",290,37,37,0,0,37,29,NA
2008,"280","wt",290,15,12,3,0,15,12,NA
2008,"281","all_deer",1630,470,291,167,21,449,190,0.288343558282209
2008,"281","md",1630,121,102,20,7,114,58,NA
2008,"281","wt",1630,349,190,148,14,335,132,NA
2008,"282","all_deer",209,58,18,36,0,58,14,0.277511961722488
2008,"282","md",209,3,3,0,0,3,0,NA
2008,"282","wt",209,55,15,36,0,55,14,NA
2008,"283","all_deer",1986,510,279,225,16,494,131,0.256797583081571
2008,"283","md",1986,97,74,23,3,94,20,NA
2008,"283","wt",1986,414,205,202,13,401,111,NA
2008,"284","all_deer",92,44,11,33,29,14,6,0.478260869565217
2008,"284","md",92,6,6,0,0,6,3,NA
2008,"284","wt",92,38,5,33,29,8,3,NA
2008,"285","all_deer",3176,1182,519,644,48,1134,321,0.372166246851385
2008,"285","md",3176,95,80,12,3,92,41,NA
2008,"285","wt",3176,1087,439,633,45,1043,279,NA
2008,"290","all_deer",222,67,25,40,27,40,8,0.301801801801802
2008,"290","md",222,8,6,2,0,8,0,NA
2008,"290","wt",222,59,19,38,27,32,8,NA
2008,"291","all_deer",474,195,95,100,10,186,71,0.411392405063291
2008,"291","md",474,167,79,89,8,160,58,NA
2008,"291","wt",474,28,17,11,2,26,14,NA
2008,"292","all_deer",2061,622,423,187,6,616,225,0.301795245026686
2008,"292","md",2061,268,268,0,0,268,121,NA
2008,"292","wt",2061,354,155,187,6,348,104,NA
2008,"293","all_deer",1291,325,240,85,6,319,150,0.251742835011619
2008,"293","md",1291,152,147,5,6,146,76,NA
2008,"293","wt",1291,173,93,80,0,173,75,NA
2008,"298","all_deer",421,105,77,28,7,99,36,0.249406175771971
2008,"298","md",421,62,58,3,4,58,27,NA
2008,"298","wt",421,43,19,25,3,40,9,NA
2008,"300","all_deer",565,168,98,71,6,162,56,0.297345132743363
2008,"300","md",565,100,68,32,0,100,35,NA
2008,"300","wt",565,68,30,38,6,62,21,NA
2008,"301","all_deer",758,236,161,76,16,220,114,0.311345646437995
2008,"301","md",758,100,74,26,7,92,45,NA
2008,"301","wt",758,137,87,50,9,128,69,NA
2008,"302","all_deer",480,121,76,43,0,121,29,0.252083333333333
2008,"302","md",480,81,55,25,0,81,17,NA
2008,"302","wt",480,40,21,19,0,40,12,NA
2008,"309","all_deer",863,574,208,358,78,497,148,0.665121668597914
2008,"309","md",863,42,30,12,3,39,15,NA
2008,"309","wt",863,533,178,346,75,458,133,NA
2008,"310","all_deer",252,62,33,29,6,56,21,0.246031746031746
2008,"310","md",252,16,12,5,0,16,6,NA
2008,"310","wt",252,45,21,24,6,39,15,NA
2008,"311","all_deer",1717,1004,453,529,60,944,281,0.584740827023879
2008,"311","md",1717,343,169,166,13,330,79,NA
2008,"311","wt",1717,661,284,363,47,614,202,NA
2008,"312","all_deer",1912,1129,529,582,125,1004,389,0.590481171548117
2008,"312","md",1912,290,198,89,19,271,140,NA
2008,"312","wt",1912,840,330,493,106,733,250,NA
2008,"313","all_deer",660,304,161,141,8,297,106,0.460606060606061
2008,"313","md",660,250,144,104,8,242,95,NA
2008,"313","wt",660,55,18,37,0,55,12,NA
2008,"314","all_deer",1363,631,393,235,21,610,264,0.462949376375642
2008,"314","md",1363,337,235,99,3,334,133,NA
2008,"314","wt",1363,294,158,136,18,276,131,NA
2008,"315","all_deer",1903,1086,540,533,84,1002,346,0.570677877036258
2008,"315","md",1903,467,284,181,25,442,150,NA
2008,"315","wt",1903,618,255,352,59,560,196,NA
2008,"316","all_deer",84,31,27,5,5,26,24,0.369047619047619
2008,"316","md",84,24,24,0,3,21,21,NA
2008,"316","wt",84,8,3,5,2,6,3,NA
2008,"317","all_deer",864,504,266,229,38,466,173,0.583333333333333
2008,"317","md",864,179,111,68,5,175,49,NA
2008,"317","wt",864,325,154,161,33,292,124,NA
2008,"318","all_deer",362,103,75,22,16,88,35,0.284530386740331
2008,"318","md",362,69,56,13,7,62,23,NA
2008,"318","wt",362,35,20,9,9,26,12,NA
2008,"319","all_deer",633,135,86,49,4,130,33,0.213270142180095
2008,"319","md",633,125,83,42,4,121,30,NA
2008,"319","wt",633,10,3,7,0,10,3,NA
2008,"320","all_deer",1563,1130,427,663,140,990,300,0.72296865003199
2008,"320","md",1563,196,97,99,20,176,59,NA
2008,"320","wt",1563,934,331,564,120,814,241,NA
2008,"321","all_deer",602,80,35,45,11,70,18,0.132890365448505
2008,"321","md",602,32,24,8,7,24,15,NA
2008,"321","wt",602,48,12,37,3,45,3,NA
2008,"322","all_deer",1459,1231,467,745,92,1138,333,0.843728581220014
2008,"322","md",1459,206,116,90,6,200,54,NA
2008,"322","wt",1459,1025,351,655,86,938,279,NA
2008,"323","all_deer",433,67,44,23,8,59,32,0.15473441108545
2008,"323","md",433,31,20,11,8,23,12,NA
2008,"323","wt",433,36,24,12,0,36,21,NA
2008,"324","all_deer",508,84,28,53,14,70,18,0.165354330708661
2008,"324","md",508,42,22,17,6,36,12,NA
2008,"324","wt",508,42,6,36,8,34,6,NA
2008,"325","all_deer",1270,638,314,323,46,592,197,0.502362204724409
2008,"325","md",1270,376,172,204,11,364,84,NA
2008,"325","wt",1270,262,143,119,34,228,113,NA
2008,"326","all_deer",678,346,169,178,10,336,100,0.510324483775811
2008,"326","md",678,208,106,102,0,208,47,NA
2008,"326","wt",678,138,62,76,10,128,54,NA
2008,"327","all_deer",373,59,53,6,3,56,36,0.158176943699732
2008,"327","md",373,39,39,0,0,39,22,NA
2008,"327","wt",373,20,14,6,3,17,14,NA
2008,"328","all_deer",284,37,29,8,6,31,12,0.130281690140845
2008,"328","md",284,35,29,6,6,29,12,NA
2008,"328","wt",284,2,0,2,0,2,0,NA
2008,"329","all_deer",573,154,105,47,17,137,61,0.268760907504363
2008,"329","md",573,112,72,38,14,98,37,NA
2008,"329","wt",573,42,33,9,3,39,24,NA
2008,"330","all_deer",921,364,158,198,9,355,113,0.395222584147666
2008,"330","md",921,150,81,68,6,143,51,NA
2008,"330","wt",921,214,77,129,3,211,62,NA
2008,"331","all_deer",1263,483,272,208,9,474,95,0.382422802850356
2008,"331","md",1263,319,198,121,3,316,45,NA
2008,"331","wt",1263,164,74,87,6,158,50,NA
2008,"332","all_deer",400,82,56,26,9,73,30,0.205
2008,"332","md",400,65,50,15,6,59,27,NA
2008,"332","wt",400,17,6,11,3,14,3,NA
2008,"333","all_deer",1782,1404,495,888,65,1340,325,0.787878787878788
2008,"333","md",1782,319,140,176,5,314,71,NA
2008,"333","wt",1782,1085,355,712,59,1026,254,NA
2008,"335","all_deer",603,250,167,78,12,238,89,0.414593698175788
2008,"335","md",603,221,154,65,9,212,78,NA
2008,"335","wt",603,28,13,12,3,25,11,NA
2008,"339","all_deer",699,312,151,152,13,299,78,0.446351931330472
2008,"339","md",699,255,132,123,8,248,67,NA
2008,"339","wt",699,57,19,29,5,51,10,NA
2008,"340","all_deer",1749,994,525,458,72,923,310,0.568324757004002
2008,"340","md",1749,358,272,83,8,350,91,NA
2008,"340","wt",1749,637,252,376,64,573,219,NA
2008,"341","all_deer",392,108,68,40,0,108,21,0.275510204081633
2008,"341","md",392,86,57,28,0,86,15,NA
2008,"341","wt",392,22,11,12,0,22,6,NA
2008,"343","all_deer",878,321,189,130,7,314,76,0.365603644646925
2008,"343","md",878,260,163,96,7,253,61,NA
2008,"343","wt",878,61,26,35,0,61,15,NA
2008,"350","all_deer",670,130,79,51,0,130,38,0.194029850746269
2008,"350","md",670,74,50,24,0,74,23,NA
2008,"350","wt",670,56,28,28,0,56,15,NA
2008,"360","all_deer",1104,497,269,226,45,452,169,0.45018115942029
2008,"360","md",1104,172,135,35,21,151,65,NA
2008,"360","wt",1104,325,134,192,24,302,104,NA
2008,"361","all_deer",162,22,17,5,3,19,6,0.135802469135802
2008,"361","md",162,16,15,2,0,16,6,NA
2008,"361","wt",162,6,3,3,3,3,0,NA
2008,"362","all_deer",271,50,32,18,6,44,24,0.18450184501845
2008,"362","md",271,29,23,6,6,23,15,NA
2008,"362","wt",271,21,9,12,0,21,9,NA
2008,"370","all_deer",455,125,83,42,2,123,45,0.274725274725275
2008,"370","md",455,56,44,12,2,54,21,NA
2008,"370","wt",455,69,39,30,0,69,24,NA
2008,"380","all_deer",2352,1009,694,304,38,971,394,0.428996598639456
2008,"380","md",2352,614,506,107,27,586,254,NA
2008,"380","wt",2352,395,188,197,11,384,140,NA
2008,"388","all_deer",630,434,137,285,81,354,75,0.688888888888889
2008,"388","md",630,291,92,189,56,235,48,NA
2008,"388","wt",630,144,45,95,24,119,27,NA
2008,"390","all_deer",499,193,144,47,6,187,80,0.386773547094188
2008,"390","md",499,115,101,14,0,115,54,NA
2008,"390","wt",499,78,43,34,6,72,25,NA
2008,"391","all_deer",917,498,331,166,33,465,207,0.543075245365322
2008,"391","md",917,321,254,65,18,303,154,NA
2008,"391","wt",917,177,76,100,15,162,54,NA
2008,"392","all_deer",1296,524,394,130,32,491,167,0.404320987654321
2008,"392","md",1296,430,350,80,17,413,135,NA
2008,"392","wt",1296,94,44,50,15,79,32,NA
2008,"393","all_deer",1782,664,400,257,39,625,247,0.372615039281706
2008,"393","md",1782,381,266,115,14,368,141,NA
2008,"393","wt",1782,283,134,143,25,257,107,NA
2008,"400","all_deer",1768,1243,654,583,42,1201,459,0.703054298642534
2008,"400","md",1768,799,435,361,22,777,270,NA
2008,"400","wt",1768,444,219,222,20,424,189,NA
2008,"401","all_deer",1592,1155,691,450,23,1133,532,0.725502512562814
2008,"401","md",1592,716,427,277,5,711,298,NA
2008,"401","wt",1592,439,263,173,18,422,234,NA
2008,"403","all_deer",286,170,120,50,3,167,75,0.594405594405594
2008,"403","md",286,102,81,21,0,102,48,NA
2008,"403","wt",286,69,39,30,3,66,27,NA
2008,"404","all_deer",2549,2044,1038,979,48,1997,661,0.801883091408395
2008,"404","md",2549,1064,502,552,19,1045,279,NA
2008,"404","wt",2549,981,536,427,29,952,382,NA
2008,"405","all_deer",990,732,386,322,9,723,203,0.739393939393939
2008,"405","md",990,557,299,246,0,557,137,NA
2008,"405","wt",990,175,87,76,9,166,66,NA
2008,"406","all_deer",896,711,345,361,32,679,252,0.793526785714286
2008,"406","md",896,441,204,232,5,435,135,NA
2008,"406","wt",896,271,141,130,27,243,117,NA
2008,"410","all_deer",2103,1140,750,384,32,1107,496,0.542082738944365
2008,"410","md",2103,937,631,304,24,914,395,NA
2008,"410","wt",2103,202,119,80,9,193,101,NA
2008,"411","all_deer",3031,2733,1431,1261,140,2593,1097,0.90168261299901
2008,"411","md",3031,1139,661,465,37,1103,474,NA
2008,"411","wt",3031,1594,770,796,103,1491,623,NA
2008,"412","all_deer",1848,1521,850,653,48,1473,593,0.823051948051948
2008,"412","md",1848,834,457,368,16,818,263,NA
2008,"412","wt",1848,688,393,286,33,655,330,NA
2008,"413","all_deer",2216,1491,805,669,69,1422,475,0.672833935018051
2008,"413","md",2216,926,509,409,32,894,258,NA
2008,"413","wt",2216,565,296,260,37,528,217,NA
2008,"415","all_deer",84,18,18,0,0,18,18,0.214285714285714
2008,"415","md",84,6,6,0,0,6,6,NA
2008,"415","wt",84,12,12,0,0,12,12,NA
2008,"416","all_deer",1082,328,226,102,38,290,142,0.303142329020333
2008,"416","md",1082,183,144,39,26,157,72,NA
2008,"416","wt",1082,145,82,63,12,133,70,NA
2008,"417","all_deer",1099,690,488,200,17,674,327,0.627843494085532
2008,"417","md",1099,568,401,164,14,554,256,NA
2008,"417","wt",1099,123,86,36,3,120,71,NA
2008,"418","all_deer",569,344,221,123,30,314,140,0.604569420035149
2008,"418","md",569,147,99,48,2,144,60,NA
2008,"418","wt",569,197,123,75,28,169,81,NA
2008,"419","all_deer",470,374,187,184,3,371,115,0.795744680851064
2008,"419","md",470,282,145,137,3,279,82,NA
2008,"419","wt",470,92,42,47,0,92,33,NA
2008,"420","all_deer",264,107,77,30,9,99,50,0.40530303030303
2008,"420","md",264,71,53,18,9,62,32,NA
2008,"420","wt",264,36,24,12,0,36,18,NA
2008,"421","all_deer",539,410,239,163,9,401,122,0.760667903525046
2008,"421","md",539,285,185,95,0,285,89,NA
2008,"421","wt",539,125,54,68,9,115,33,NA
2008,"422","all_deer",409,175,136,39,9,166,112,0.427872860635697
2008,"422","md",409,110,104,6,0,110,80,NA
2008,"422","wt",409,66,33,33,9,56,33,NA
2008,"423","all_deer",485,347,218,127,11,335,126,0.715463917525773
2008,"423","md",485,286,177,107,11,275,100,NA
2008,"423","wt",485,61,41,20,0,61,26,NA
2008,"424","all_deer",288,104,74,30,0,104,44,0.361111111111111
2008,"424","md",288,56,47,9,0,56,30,NA
2008,"424","wt",288,48,27,22,0,48,15,NA
2008,"425","all_deer",486,212,171,35,0,212,107,0.436213991769547
2008,"425","md",486,123,108,15,0,123,68,NA
2008,"425","wt",486,89,63,20,0,89,39,NA
2008,"426","all_deer",853,818,396,419,6,812,304,0.958968347010551
2008,"426","md",853,673,329,341,6,667,239,NA
2008,"426","wt",853,145,67,77,0,145,65,NA
2008,"432","all_deer",919,374,209,165,7,366,138,0.4069640914037
2008,"432","md",919,281,167,113,7,273,102,NA
2008,"432","wt",919,93,42,51,0,93,36,NA
2008,"441","all_deer",860,421,268,153,0,421,235,0.48953488372093
2008,"441","md",860,269,183,86,0,269,156,NA
2008,"441","wt",860,153,86,67,0,153,80,NA
2008,"442","all_deer",700,185,165,17,12,173,118,0.264285714285714
2008,"442","md",700,125,116,9,9,116,77,NA
2008,"442","wt",700,61,50,8,3,58,41,NA
2008,"444","all_deer",740,497,257,237,26,471,180,0.671621621621622
2008,"444","md",740,242,107,135,0,242,68,NA
2008,"444","wt",740,256,151,102,26,230,112,NA
2008,"445","all_deer",1613,1472,589,863,71,1401,403,0.912585244885307
2008,"445","md",1613,752,343,404,27,725,211,NA
2008,"445","wt",1613,720,246,459,45,675,192,NA
2008,"446","all_deer",752,316,250,66,15,301,185,0.420212765957447
2008,"446","md",752,132,120,12,6,126,82,NA
2008,"446","wt",752,184,130,54,9,175,103,NA
2008,"447","all_deer",1741,1264,736,522,45,1219,517,0.726019529006318
2008,"447","md",1741,801,490,309,21,781,322,NA
2008,"447","wt",1741,462,246,213,24,438,195,NA
2008,"448","all_deer",611,199,144,55,9,190,117,0.32569558101473
2008,"448","md",611,135,97,38,6,129,71,NA
2008,"448","wt",611,64,47,17,3,61,47,NA
2008,"449","all_deer",396,147,98,46,0,147,71,0.371212121212121
2008,"449","md",396,91,68,23,0,91,41,NA
2008,"449","wt",396,56,30,23,0,56,30,NA
2008,"450","all_deer",438,296,182,114,22,275,131,0.675799086757991
2008,"450","md",438,162,96,66,6,156,60,NA
2008,"450","wt",438,135,87,48,15,119,72,NA
2008,"452","all_deer",294,119,89,27,3,116,78,0.404761904761905
2008,"452","md",294,69,55,15,0,69,43,NA
2008,"452","wt",294,50,35,12,3,47,35,NA
2008,"454","all_deer",582,169,110,57,6,163,69,0.290378006872852
2008,"454","md",582,110,77,33,6,104,42,NA
2008,"454","wt",582,59,33,25,0,59,27,NA
2008,"455","all_deer",134,99,69,30,7,93,58,0.738805970149254
2008,"455","md",134,70,46,24,7,63,39,NA
2008,"455","wt",134,30,23,6,0,30,20,NA
2008,"471","all_deer",737,540,323,214,5,535,219,0.73270013568521
2008,"471","md",737,465,270,193,3,462,171,NA
2008,"471","wt",737,75,54,22,2,74,48,NA
2008,"500","all_deer",1738,994,640,340,29,965,335,0.571921749136939
2008,"500","md",1738,738,523,214,13,725,260,NA
2008,"500","wt",1738,256,117,126,16,240,75,NA
2008,"502","all_deer",2097,1433,842,577,59,1373,455,0.683357176919409
2008,"502","md",2097,967,600,363,7,960,311,NA
2008,"502","wt",2097,466,243,214,52,413,144,NA
2008,"510","all_deer",505,302,190,106,0,302,94,0.598019801980198
2008,"510","md",505,237,166,71,0,237,80,NA
2008,"510","wt",505,65,24,35,0,65,14,NA
2008,"511","all_deer",762,543,286,241,13,529,172,0.71259842519685
2008,"511","md",762,307,197,106,2,305,107,NA
2008,"511","wt",762,236,89,135,11,225,65,NA
2008,"520","all_deer",1643,1183,568,589,52,1132,359,0.720024345709069
2008,"520","md",1643,451,265,180,14,438,152,NA
2008,"520","wt",1643,732,304,409,38,694,207,NA
2008,"530","all_deer",1570,1143,652,466,28,1115,452,0.728025477707006
2008,"530","md",1570,853,482,355,8,846,322,NA
2008,"530","wt",1570,290,170,111,20,270,130,NA
2008,"540","all_deer",775,401,261,128,6,395,159,0.51741935483871
2008,"540","md",775,215,167,46,6,209,83,NA
