"license_year","hunting_district","hunters","total_harvest","bulls","cows","bow","rifle","x6_or_more_points","success_rate_per_hunter"
2007,"200",669,61,43,19,12,50,19,0.0911808669656203
2007,"201",1491,122,32,75,10,113,5,0.0818242790073776
2007,"202",940,87,62,24,44,43,34,0.0925531914893617
2007,"203",1259,100,54,44,14,86,8,0.079428117553614
2007,"204",1267,187,74,104,13,174,10,0.14759273875296
2007,"210",1349,274,156,103,39,235,44,0.203113417346182
2007,"211",485,86,58,26,5,81,5,0.177319587628866
2007,"212",1618,320,186,117,35,284,53,0.197775030902349
2007,"213",648,216,93,111,10,206,8,0.333333333333333
2007,"214",585,68,45,21,5,63,0,0.116239316239316
2007,"215",1840,320,210,105,24,296,67,0.173913043478261
2007,"216",460,76,16,61,0,76,8,0.165217391304348
2007,"240",1757,235,116,100,29,206,38,0.133750711439954
2007,"250",1806,233,100,118,53,180,39,0.129014396456257
2007,"260",275,23,5,13,0,23,0,0.0836363636363636
2007,"261",836,157,87,70,15,143,42,0.187799043062201
2007,"270",3953,915,306,546,48,867,89,0.231469769795092
2007,"280",369,68,57,11,0,68,39,0.184281842818428
2007,"281",1607,188,95,81,34,154,42,0.11698817672682
2007,"282",237,30,5,26,0,30,0,0.126582278481013
2007,"283",1427,177,66,107,10,168,17,0.124036440084093
2007,"285",1819,154,96,55,5,149,26,0.0846619021440352
2007,"290",223,36,25,6,20,16,25,0.161434977578475
2007,"291",715,142,78,57,17,125,13,0.198601398601399
2007,"292",1934,414,189,210,19,395,71,0.21406411582213
2007,"293",1505,215,127,85,14,201,51,0.142857142857143
2007,"300",1115,341,198,143,49,292,52,0.305829596412556
2007,"301",1023,147,92,46,14,133,45,0.143695014662757
2007,"302",670,187,70,111,0,187,12,0.27910447761194
2007,"309",227,52,18,34,0,52,13,0.229074889867841
2007,"310",740,65,50,12,14,50,45,0.0878378378378378
2007,"311",913,283,144,105,16,266,118,0.309967141292443
2007,"312",1612,545,233,288,34,512,118,0.338089330024814
2007,"313",1292,144,116,19,20,125,62,0.111455108359133
2007,"314",2409,916,293,576,43,872,137,0.380240763802408
2007,"315",1434,375,159,196,75,300,57,0.261506276150628
2007,"316",220,35,25,10,0,35,14,0.159090909090909
2007,"317",790,263,98,166,0,263,46,0.332911392405063
2007,"318",905,102,40,59,21,81,10,0.112707182320442
2007,"319",1625,303,110,165,12,292,49,0.186461538461538
2007,"320",1354,319,137,161,39,280,40,0.235598227474151
2007,"321",1660,299,139,140,62,237,26,0.180120481927711
2007,"322",1043,263,133,107,7,257,40,0.25215723873442
2007,"323",1284,242,99,132,15,227,39,0.188473520249221
2007,"324",1678,377,167,182,27,350,63,0.224672228843862
2007,"325",1664,437,208,211,33,404,85,0.262620192307692
2007,"326",721,156,83,60,8,148,31,0.216366158113731
2007,"327",1258,265,90,170,27,238,31,0.210651828298887
2007,"328",790,205,88,103,3,202,3,0.259493670886076
2007,"329",1466,363,150,165,23,341,66,0.247612551159618
2007,"330",1285,308,159,122,34,274,68,0.239688715953307
2007,"331",1612,299,135,161,18,281,36,0.185483870967742
2007,"332",1026,243,130,102,27,215,22,0.236842105263158
2007,"333",1031,160,106,50,0,160,50,0.155189136760427
2007,"335",877,122,47,59,17,105,20,0.139110604332953
2007,"339",934,182,92,77,3,180,30,0.194860813704497
2007,"340",1519,252,145,104,18,234,49,0.165898617511521
2007,"341",557,89,36,46,5,84,5,0.159784560143627
2007,"343",1163,131,53,76,3,128,3,0.112639724849527
2007,"350",932,67,38,29,0,67,13,0.0718884120171674
2007,"360",2115,566,244,286,23,544,110,0.267612293144208
2007,"361",554,65,25,33,7,59,3,0.117328519855596
2007,"362",883,187,77,86,30,158,30,0.211778029445074
2007,"370",710,109,56,42,0,109,17,0.153521126760563
2007,"380",3130,762,420,324,37,725,72,0.243450479233227
2007,"390",873,495,249,212,29,466,112,0.56701030927835
2007,"391",1091,354,198,147,33,321,52,0.324472960586618
2007,"392",1827,404,192,212,27,376,66,0.221127531472359
2007,"393",1734,599,262,307,23,576,117,0.345444059976932
2007,"400",57,14,4,5,0,14,4,0.245614035087719
2007,"401",341,79,32,44,10,69,14,0.231671554252199
2007,"403",17,0,0,0,0,0,0,0
2007,"404",131,21,12,10,0,21,12,0.16030534351145
2007,"405",48,5,0,5,0,5,0,0.104166666666667
2007,"406",24,5,0,5,0,5,0,0.208333333333333
2007,"410",2513,568,243,281,212,356,144,0.226024671707123
2007,"411",953,258,135,113,25,233,100,0.270724029380902
2007,"412",344,143,67,69,15,128,56,0.415697674418605
2007,"413",1073,251,135,88,8,243,55,0.233923578751165
2007,"415",256,36,22,13,5,31,17,0.140625
2007,"416",1608,408,190,179,64,344,89,0.253731343283582
2007,"417",691,168,98,63,33,134,76,0.243125904486252
2007,"418",568,81,31,41,0,81,8,0.142605633802817
2007,"419",92,5,0,5,0,5,0,0.0543478260869565
2007,"420",235,81,35,42,5,76,1,0.34468085106383
2007,"421",419,171,41,115,12,159,22,0.408114558472554
2007,"422",387,72,44,28,5,67,8,0.186046511627907
2007,"423",492,138,56,72,0,138,34,0.280487804878049
2007,"424",338,25,25,0,0,25,13,0.0739644970414201
2007,"425",595,135,34,95,5,131,18,0.226890756302521
2007,"426",155,50,3,38,0,50,3,0.32258064516129
2007,"432",859,139,76,59,17,122,15,0.161816065192084
2007,"441",518,112,40,54,0,112,16,0.216216216216216
2007,"442",743,164,96,52,0,164,41,0.220726783310902
2007,"444",235,25,20,5,0,25,12,0.106382978723404
2007,"445",802,313,127,159,25,288,86,0.390274314214464
2007,"446",1039,416,143,249,33,383,73,0.400384985563041
2007,"447",708,141,53,78,32,109,37,0.199152542372881
2007,"448",837,100,61,27,28,73,27,0.1194743130227
2007,"449",584,118,54,59,0,118,13,0.202054794520548
2007,"450",195,45,35,10,10,35,24,0.230769230769231
2007,"452",475,133,54,73,13,120,48,0.28
2007,"454",1027,164,80,79,14,149,18,0.15968841285297
2007,"455",201,61,42,12,0,61,23,0.303482587064677
2007,"471",17,3,3,0,3,0,3,0.176470588235294
2007,"500",246,56,18,34,5,51,18,0.227642276422764
2007,"502",143,10,5,0,0,10,5,0.0699300699300699
2007,"510",46,3,0,3,0,3,0,0.0652173913043478
2007,"511",172,23,19,3,8,14,11,0.133720930232558
2007,"520",943,151,78,73,18,133,8,0.160127253446448
2007,"530",442,102,19,78,15,86,15,0.230769230769231
2007,"540",761,83,34,48,5,78,16,0.109067017082786
2007,"560",758,140,74,61,0,140,31,0.184696569920844
2007,"570",232,60,27,34,13,47,15,0.258620689655172
2007,"575",419,57,23,29,0,57,0,0.136038186157518
2007,"580",1024,339,164,158,24,316,69,0.3310546875
2007,"590",1374,326,158,153,63,263,112,0.2372634643377
2007,"600",38,8,8,0,0,8,0,0.210526315789474
2007,"610",71,10,10,0,0,10,0,0.140845070422535
2007,"620",993,301,204,78,178,123,125,0.303121852970796
2007,"621",975,316,78,215,36,280,37,0.324102564102564
2007,"622",730,350,97,237,39,311,83,0.479452054794521
2007,"630",74,0,0,0,0,0,0,0
2007,"631",329,113,47,58,33,81,27,0.343465045592705
2007,"632",194,48,31,16,25,23,18,0.247422680412371
2007,"680",85,22,5,14,5,17,0,0.258823529411765
2007,"690",258,93,33,57,9,84,33,0.36046511627907
2007,"700",1272,332,191,123,74,258,148,0.261006289308176
2007,"701",112,29,13,16,6,23,13,0.258928571428571
2007,"702",226,23,21,2,5,18,11,0.101769911504425
2007,"703",60,5,5,0,0,5,0,0.0833333333333333
2007,"704",577,105,56,49,23,82,38,0.181975736568458
2007,"705",193,60,27,33,7,53,17,0.310880829015544
2008,"100",2325,83,44,28,30,53,15,0.0356989247311828
2008,"101",1618,98,60,38,6,92,21,0.0605686032138443
2008,"102",1531,51,33,18,6,45,12,0.0333115610711953
2008,"103",2256,116,61,53,20,96,31,0.0514184397163121
2008,"104",1543,111,83,27,27,84,24,0.0719377835385612
2008,"109",359,33,15,16,3,30,9,0.0919220055710306
2008,"110",1096,55,51,5,12,43,24,0.0501824817518248
2008,"120",1134,46,26,17,9,37,15,0.0405643738977072
2008,"121",2959,321,224,89,55,265,64,0.108482595471443
2008,"122",1662,78,46,23,11,67,23,0.0469314079422383
2008,"123",667,52,33,18,9,43,9,0.0779610194902549
2008,"124",482,36,24,11,9,27,9,0.0746887966804979
2008,"130",1282,83,65,15,15,68,21,0.0647425897035881
2008,"132",380,9,6,3,3,6,0,0.0236842105263158
2008,"140",940,67,56,12,18,50,24,0.0712765957446809
2008,"141",327,24,18,4,6,18,12,0.073394495412844
2008,"150",479,133,126,8,3,130,55,0.277661795407098
2008,"151",149,30,30,0,0,30,9,0.201342281879195
2008,"170",338,12,0,9,3,9,0,0.0355029585798817
2008,"200",833,51,28,21,6,45,8,0.0612244897959184
2008,"201",1649,129,46,76,10,119,13,0.0782292298362644
2008,"202",1106,73,54,17,18,55,24,0.066003616636528
2008,"203",1320,101,38,60,6,95,9,0.0765151515151515
2008,"204",1452,108,52,56,0,108,19,0.0743801652892562
2008,"210",1338,179,79,94,6,173,20,0.133781763826607
2008,"211",432,51,33,18,6,45,11,0.118055555555556
2008,"212",1918,269,117,142,29,240,33,0.140250260688217
2008,"213",605,75,33,42,3,72,7,0.12396694214876
2008,"214",468,52,24,28,6,46,3,0.111111111111111
2008,"215",2033,356,214,135,21,335,44,0.175110673880964
2008,"216",396,51,18,33,0,51,3,0.128787878787879
2008,"240",1585,120,55,65,15,105,12,0.0757097791798107
2008,"250",1306,136,63,65,21,115,21,0.104134762633997
2008,"260",345,27,18,9,9,18,3,0.0782608695652174
2008,"261",805,75,24,48,3,72,9,0.093167701863354
2008,"270",3744,374,140,200,36,338,47,0.0998931623931624
2008,"280",364,75,71,4,0,75,21,0.206043956043956
2008,"281",1838,176,97,69,18,158,30,0.0957562568008705
2008,"282",288,47,13,33,6,41,0,0.163194444444444
2008,"283",1889,194,76,103,20,174,17,0.102699841185813
2008,"284",93,3,0,3,0,3,0,0.032258064516129
2008,"285",2120,182,107,60,10,172,33,0.0858490566037736
2008,"290",281,83,12,57,25,58,6,0.295373665480427
2008,"291",856,131,65,51,8,123,13,0.15303738317757
2008,"292",2068,346,125,208,18,327,25,0.167311411992263
2008,"293",1924,289,139,144,36,253,56,0.1502079002079
2008,"298",678,206,55,135,9,197,21,0.303834808259587
2008,"300",1667,542,182,317,29,513,21,0.325134973005399
2008,"301",1015,162,84,64,15,147,27,0.159605911330049
2008,"302",857,274,38,208,6,268,3,0.319719953325554
2008,"309",284,64,41,20,0,64,23,0.225352112676056
2008,"310",489,62,52,11,15,47,19,0.12678936605317
2008,"311",797,135,81,48,9,126,50,0.169385194479297
2008,"312",1400,309,175,125,18,291,84,0.220714285714286
2008,"313",1171,154,81,73,18,136,49,0.131511528608027
2008,"314",2454,795,158,608,52,744,59,0.323960880195599
2008,"315",1799,535,136,348,21,515,40,0.297387437465258
2008,"316",168,17,11,6,0,17,6,0.101190476190476
2008,"317",741,157,73,75,3,154,29,0.211875843454791
2008,"318",939,126,69,52,12,113,18,0.134185303514377
2008,"319",1515,176,62,104,12,165,11,0.116171617161716
2008,"320",1524,325,119,178,15,310,26,0.213254593175853
2008,"321",1764,365,135,202,65,299,40,0.206916099773243
2008,"322",1215,278,76,167,22,257,26,0.22880658436214
2008,"323",1243,199,84,107,24,176,36,0.160096540627514
2008,"324",1728,438,159,247,29,409,47,0.253472222222222
2008,"325",2046,427,139,264,9,418,49,0.208699902248289
2008,"326",733,127,41,78,6,121,15,0.173260572987722
2008,"327",1434,412,121,245,27,386,41,0.287308228730823
2008,"328",833,180,70,104,21,159,15,0.21608643457383
2008,"329",1296,238,119,108,20,218,13,0.183641975308642
2008,"330",1341,262,81,157,17,245,20,0.19537658463833
2008,"331",1576,142,56,76,12,130,20,0.0901015228426396
2008,"332",1110,146,82,55,12,135,8,0.131531531531532
2008,"333",1063,148,41,89,6,142,6,0.139228598306679
2008,"335",1004,165,79,83,17,147,24,0.164342629482072
2008,"339",950,154,46,99,6,148,14,0.162105263157895
2008,"340",1615,306,168,136,18,288,36,0.189473684210526
2008,"341",612,46,24,19,3,43,2,0.0751633986928105
2008,"343",1215,117,45,67,9,109,21,0.0962962962962963
2008,"350",877,108,45,61,15,93,11,0.123147092360319
2008,"360",2733,652,195,422,19,633,83,0.23856567874131
2008,"361",558,83,45,31,12,71,15,0.148745519713262
2008,"362",1124,316,77,212,10,306,16,0.281138790035587
2008,"370",686,92,35,53,8,84,11,0.134110787172012
2008,"380",3265,502,240,236,30,473,58,0.15375191424196
2008,"388",155,6,3,3,3,3,0,0.0387096774193548
2008,"390",1102,285,107,160,11,274,36,0.258620689655172
2008,"391",1289,259,185,69,14,245,93,0.200930954228084
2008,"392",1787,251,122,122,20,230,17,0.140458869613878
2008,"393",2199,806,281,487,65,741,106,0.366530241018645
2008,"400",69,3,3,0,3,0,3,0.0434782608695652
2008,"401",346,56,18,36,2,54,11,0.161849710982659
2008,"404",165,17,11,6,0,17,6,0.103030303030303
2008,"405",31,6,6,0,0,6,3,0.193548387096774
2008,"410",1788,287,172,104,147,140,113,0.160514541387025
2008,"411",1156,228,125,97,52,176,93,0.197231833910035
2008,"412",439,90,50,37,12,78,45,0.20501138952164
2008,"413",1016,162,79,73,12,150,32,0.159448818897638
2008,"415",199,8,8,0,8,0,3,0.0402010050251256
2008,"416",1663,309,155,138,37,272,67,0.185808779314492
2008,"417",831,190,69,111,15,175,56,0.228640192539109
2008,"418",419,53,22,29,8,46,9,0.126491646778043
2008,"419",102,12,9,0,0,12,3,0.117647058823529
2008,"420",455,68,41,24,7,61,14,0.149450549450549
2008,"421",389,106,42,61,9,97,18,0.272493573264781
2008,"422",490,78,54,22,3,75,24,0.159183673469388
2008,"423",470,118,43,67,9,109,9,0.251063829787234
2008,"424",389,30,20,9,6,23,12,0.077120822622108
2008,"425",569,44,22,22,0,44,8,0.0773286467486819
2008,"426",148,23,4,19,0,23,4,0.155405405405405
2008,"432",950,118,57,52,6,112,21,0.124210526315789
2008,"441",588,78,36,42,9,69,15,0.13265306122449
2008,"442",933,110,67,40,19,91,23,0.117899249732047
2008,"444",212,15,15,0,0,15,9,0.0707547169811321
2008,"445",748,253,82,142,17,236,51,0.338235294117647
2008,"446",979,323,110,195,20,303,49,0.329928498467824
2008,"447",799,182,67,103,19,162,39,0.227784730913642
2008,"448",982,67,37,28,9,58,14,0.0682281059063136
2008,"449",614,97,49,39,2,95,18,0.157980456026059
2008,"450",193,49,28,21,6,43,14,0.253886010362694
2008,"452",471,89,64,19,12,77,38,0.18895966029724
2008,"454",892,134,53,68,7,127,18,0.150224215246637
2008,"455",272,76,41,27,3,73,22,0.279411764705882
2008,"471",34,15,6,9,0,15,3,0.441176470588235
2008,"500",260,23,17,3,9,14,8,0.0884615384615385
2008,"502",143,16,3,12,3,12,3,0.111888111888112
2008,"510",34,3,0,3,0,3,0,0.0882352941176471
2008,"511",172,20,17,3,3,17,8,0.116279069767442
2008,"520",899,124,73,46,5,119,27,0.137931034482759
2008,"530",335,23,12,11,7,16,7,0.0686567164179104
2008,"540",831,118,71,43,16,102,18,0.141997593261131
2008,"560",829,278,159,101,15,263,43,0.335343787696019
2008,"570",305,70,31,39,10,60,24,0.229508196721311
2008,"575",414,56,30,26,4,52,14,0.135265700483092
2008,"580",1039,286,142,141,28,258,70,0.275264677574591
2008,"590",1472,296,163,118,72,224,122,0.201086956521739
2008,"600",100,7,3,4,1,6,0,0.07
2008,"620",1001,218,163,44,135,84,106,0.217782217782218
2008,"621",693,171,48,119,27,144,36,0.246753246753247
2008,"622",995,346,89,233,41,306,60,0.347738693467337
2008,"630",57,3,2,2,0,3,2,0.0526315789473684
2008,"631",361,101,47,47,37,64,28,0.279778393351801
2008,"632",218,36,17,19,12,24,14,0.165137614678899
2008,"640",14,3,3,0,3,0,0,0.214285714285714
2008,"650",20,3,3,0,0,3,0,0.15
2008,"670",43,5,3,2,0,5,0,0.116279069767442
2008,"680",59,10,4,5,3,7,3,0.169491525423729
2008,"690",300,72,27,42,6,67,24,0.24
2008,"700",1324,381,199,168,64,317,158,0.287764350453172
2008,"701",204,24,13,12,3,21,8,0.117647058823529
2008,"702",254,48,25,24,17,31,21,0.188976377952756
2008,"703",90,8,5,3,2,6,3,0.0888888888888889
2008,"704",678,161,73,85,35,126,42,0.237463126843658
2008,"705",186,27,16,11,9,18,12,0.145161290322581
2009,"100",2080,125,75,46,24,101,36,0.0600961538461538
2009,"101",1386,85,32,49,6,79,15,0.0613275613275613
2009,"102",1517,50,32,18,0,50,11,0.03295978905735
2009,"103",2066,108,64,39,6,101,22,0.0522749273959342
2009,"104",1334,81,69,12,21,60,24,0.06071964017991
2009,"109",309,28,9,16,3,25,0,0.0906148867313916
2009,"110",1203,64,45,16,16,48,23,0.0532003325020781
2009,"120",1237,60,39,21,15,45,12,0.0485044462409054
2009,"121",2740,387,273,101,85,302,90,0.141240875912409
2009,"122",1507,62,42,18,9,53,24,0.0411413404114134
2009,"123",717,74,57,17,15,59,21,0.103207810320781
2009,"124",433,33,17,13,0,33,3,0.0762124711316397
2009,"130",1400,71,54,17,12,59,24,0.0507142857142857
2009,"132",514,21,9,12,0,21,6,0.0408560311284047
2009,"140",970,89,77,12,12,77,38,0.0917525773195876
2009,"141",300,36,27,6,3,33,12,0.12
2009,"150",368,83,77,6,3,80,36,0.22554347826087
2009,"151",178,42,39,3,0,42,18,0.235955056179775
2009,"170",494,30,15,15,9,21,9,0.0607287449392713
2009,"200",665,43,35,9,3,41,6,0.0646616541353384
2009,"201",1464,82,52,29,14,67,17,0.0560109289617486
2009,"202",1161,85,72,13,9,76,36,0.0732127476313523
2009,"203",1251,72,32,39,6,66,5,0.0575539568345324
2009,"204",1302,78,42,36,9,69,15,0.0599078341013825
2009,"210",1372,220,82,130,12,208,27,0.160349854227405
2009,"211",370,48,24,24,3,45,6,0.12972972972973
2009,"212",1850,362,159,186,49,313,59,0.195675675675676
2009,"213",728,175,70,100,14,161,20,0.240384615384615
2009,"214",589,61,35,23,6,55,6,0.103565365025467
2009,"215",2115,441,201,212,31,410,53,0.208510638297872
2009,"216",431,40,9,31,8,32,0,0.0928074245939675
2009,"240",1487,105,75,27,21,84,24,0.0706119704102219
2009,"250",1268,122,70,49,25,97,24,0.0962145110410095
2009,"260",336,26,21,5,6,20,6,0.0773809523809524
2009,"261",707,46,36,10,9,37,3,0.0650636492220651
2009,"270",2938,356,232,100,36,320,87,0.121170864533696
2009,"280",439,56,35,15,9,47,18,0.127562642369021
2009,"281",1656,160,74,75,17,144,27,0.0966183574879227
2009,"282",255,40,7,31,5,35,4,0.156862745098039
2009,"283",1686,129,33,86,3,125,5,0.0765124555160142
2009,"284",83,3,3,0,0,3,0,0.036144578313253
2009,"285",1982,158,75,80,21,137,30,0.0797174571140262
2009,"290",256,37,0,37,11,26,0,0.14453125
2009,"291",943,139,86,49,9,130,33,0.147401908801697
2009,"292",1929,293,106,179,20,273,30,0.151892172109901
2009,"293",1882,254,148,93,29,225,49,0.134962805526036
2009,"298",684,144,35,100,3,141,6,0.210526315789474
2009,"300",1396,364,108,219,35,329,24,0.260744985673352
2009,"301",1123,150,84,63,23,127,35,0.133570792520036
2009,"302",778,171,52,109,0,171,9,0.219794344473008
2009,"309",253,27,9,18,3,24,6,0.106719367588933
2009,"310",804,117,94,23,23,94,47,0.145522388059701
2009,"311",858,175,66,92,3,172,45,0.203962703962704
2009,"312",1565,358,194,158,12,347,109,0.228753993610224
2009,"313",1166,226,123,97,15,212,63,0.193825042881647
2009,"314",1937,573,154,402,24,549,70,0.295818275684048
2009,"315",1927,517,145,311,30,488,51,0.268292682926829
2009,"316",183,34,21,13,6,28,3,0.185792349726776
2009,"317",809,242,78,162,13,229,41,0.299134734239802
2009,"318",931,180,102,72,15,165,11,0.193340494092374
2009,"319",1318,196,113,77,27,169,50,0.148710166919575
2009,"320",1390,331,131,157,29,302,45,0.238129496402878
2009,"321",1826,312,145,127,74,238,45,0.170865279299014
2009,"322",1265,237,71,148,18,219,27,0.187351778656126
2009,"323",1218,160,78,82,17,143,20,0.13136288998358
2009,"324",1470,255,106,137,17,238,48,0.173469387755102
2009,"325",1752,317,111,174,12,306,36,0.180936073059361
2009,"326",475,66,30,33,6,60,12,0.138947368421053
2009,"327",1130,186,50,111,0,186,27,0.164601769911504
2009,"328",830,188,104,80,13,175,34,0.226506024096386
2009,"329",1453,355,170,169,30,325,27,0.244322092222987
2009,"330",1059,177,71,98,12,166,24,0.1671388101983
2009,"331",1571,237,104,111,23,214,26,0.150859325270528
2009,"332",1100,213,126,81,36,177,42,0.193636363636364
2009,"333",898,140,89,39,3,137,18,0.155902004454343
2009,"335",900,85,34,49,3,82,11,0.0944444444444444
2009,"339",1187,199,43,143,12,186,18,0.167649536647009
2009,"340",1754,296,142,143,33,263,33,0.168757126567845
2009,"341",528,56,38,18,3,53,11,0.106060606060606
2009,"343",1318,219,87,115,18,201,24,0.166160849772382
2009,"350",950,114,76,33,21,93,33,0.12
2009,"360",2379,505,192,289,21,484,81,0.212274064733081
2009,"361",546,57,27,28,9,48,12,0.104395604395604
2009,"362",978,203,51,150,17,186,30,0.207566462167689
2009,"370",792,112,69,44,6,106,12,0.141414141414141
2009,"380",3617,638,282,315,32,606,72,0.176389272878076
2009,"388",147,23,15,8,6,17,3,0.156462585034014
2009,"390",770,183,62,103,12,171,35,0.237662337662338
2009,"391",1298,306,199,95,35,271,89,0.235747303543914
2009,"392",1860,337,157,165,27,310,47,0.181182795698925
2009,"393",1992,471,213,222,27,444,82,0.23644578313253
2009,"400",110,5,0,0,2,3,0,0.0454545454545455
2009,"401",376,54,26,21,6,47,18,0.143617021276596
2009,"403",15,3,3,0,0,3,0,0.2
2009,"404",211,24,15,9,3,21,6,0.113744075829384
2009,"405",36,9,3,3,0,9,0,0.25
2009,"406",50,4,3,1,0,4,0,0.08
2009,"410",1801,318,202,113,167,151,129,0.176568573014992
2009,"411",1260,238,140,85,81,157,91,0.188888888888889
2009,"412",409,101,63,38,22,79,44,0.246943765281174
2009,"413",806,112,42,67,11,101,12,0.138957816377171
2009,"415",226,33,18,15,0,33,6,0.146017699115044
2009,"416",1565,304,157,139,35,269,71,0.194249201277955
2009,"417",683,155,64,86,16,139,48,0.226939970717423
2009,"418",364,48,24,24,3,45,9,0.131868131868132
2009,"419",87,8,3,3,0,8,3,0.0919540229885057
2009,"420",525,99,53,42,16,83,24,0.188571428571429
2009,"421",335,104,39,56,6,98,12,0.31044776119403
2009,"422",453,102,59,33,8,95,23,0.225165562913907
2009,"423",487,74,33,41,3,71,9,0.151950718685832
2009,"424",297,21,18,3,6,15,9,0.0707070707070707
2009,"425",522,70,15,50,10,60,6,0.134099616858238
2009,"426",187,36,13,23,3,33,7,0.192513368983957
2009,"432",926,140,81,56,27,113,18,0.151187904967603
2009,"441",568,105,34,69,7,97,13,0.184859154929577
2009,"442",824,120,56,56,0,120,24,0.145631067961165
2009,"444",258,36,24,12,3,33,12,0.13953488372093
2009,"445",853,280,101,164,15,264,52,0.328253223915592
2009,"446",909,286,137,115,30,256,51,0.314631463146315
2009,"447",735,150,65,70,26,123,38,0.204081632653061
2009,"448",899,97,64,33,21,76,27,0.10789766407119
2009,"449",517,118,51,68,6,112,9,0.228239845261122
2009,"450",151,15,4,10,4,10,2,0.0993377483443709
2009,"452",452,119,59,50,15,104,24,0.263274336283186
2009,"454",961,163,65,83,11,152,9,0.169614984391259
2009,"455",214,81,62,17,6,75,46,0.378504672897196
2009,"471",43,9,6,3,6,3,0,0.209302325581395
2009,"500",260,29,23,6,17,12,15,0.111538461538462
2009,"502",207,27,15,12,7,20,12,0.130434782608696
2009,"511",149,15,9,5,3,12,5,0.100671140939597
2009,"520",1015,138,73,60,9,129,21,0.135960591133005
2009,"530",396,57,14,43,5,51,14,0.143939393939394
2009,"540",770,119,69,42,6,113,6,0.154545454545455
2009,"560",853,256,121,129,8,248,51,0.300117233294256
2009,"570",290,68,35,33,4,64,19,0.23448275862069
2009,"575",497,57,23,31,2,55,11,0.114688128772636
2009,"580",1210,370,176,170,41,329,83,0.305785123966942
2009,"590",1623,345,168,158,79,266,106,0.212569316081331
2009,"600",91,15,6,6,0,15,3,0.164835164835165
2009,"611",22,6,6,0,0,6,0,0.272727272727273
2009,"620",929,170,101,60,88,82,75,0.182992465016146
2009,"621",809,148,53,92,36,112,27,0.182941903584672
2009,"622",913,318,76,227,35,284,51,0.348302300109529
2009,"630",78,5,0,5,1,4,0,0.0641025641025641
2009,"631",353,98,51,45,37,61,26,0.277620396600567
2009,"632",201,49,24,23,17,32,16,0.243781094527363
2009,"640",14,3,3,0,3,0,0,0.214285714285714
2009,"650",17,2,0,2,0,2,0,0.117647058823529
2009,"651",41,3,3,0,0,3,3,0.0731707317073171
2009,"680",34,6,0,5,0,6,0,0.176470588235294
2009,"690",366,62,30,29,6,57,29,0.169398907103825
2009,"700",1348,408,218,173,90,318,159,0.302670623145401
2009,"701",180,49,28,14,8,42,17,0.272222222222222
2009,"702",275,43,35,8,21,22,27,0.156363636363636
2009,"703",151,14,8,6,0,14,3,0.0927152317880795
2009,"704",840,145,69,69,42,103,58,0.172619047619048
2009,"705",180,35,23,12,13,22,17,0.194444444444444
2010,"100",2073,113,58,50,8,104,22,0.0545103714423541
2010,"101",1498,112,67,40,3,109,17,0.0747663551401869
2010,"102",1384,42,28,14,3,39,14,0.0303468208092486
2010,"103",2051,119,61,55,14,105,28,0.0580204778156997
2010,"104",1290,108,69,36,11,97,28,0.0837209302325581
2010,"109",349,38,19,16,10,29,6,0.108882521489971
2010,"110",1161,84,64,16,11,73,22,0.0723514211886305
2010,"120",1143,50,25,22,6,45,11,0.0437445319335083
2010,"121",2822,476,313,150,53,423,141,0.168674698795181
2010,"122",1305,79,44,32,0,79,19,0.060536398467433
2010,"123",683,87,64,19,12,74,33,0.127379209370425
2010,"124",466,39,22,14,3,36,17,0.0836909871244635
2010,"130",1282,67,47,20,0,67,8,0.0522620904836193
2010,"132",522,42,19,21,7,35,8,0.0804597701149425
2010,"140",852,121,105,16,25,96,66,0.142018779342723
2010,"141",274,36,25,11,11,25,14,0.131386861313869
2010,"150",434,78,78,0,0,78,50,0.179723502304147
2010,"151",144,28,28,0,3,25,22,0.194444444444444
2010,"170",340,8,3,3,6,3,3,0.0235294117647059
2010,"200",651,57,50,4,8,48,20,0.0875576036866359
2010,"201",1350,105,75,30,8,97,36,0.0777777777777778
2010,"202",1028,67,44,22,3,64,22,0.0651750972762646
2010,"203",1053,43,28,15,0,43,11,0.0408357075023742
2010,"204",1093,88,64,22,11,77,31,0.080512351326624
2010,"210",1306,261,135,109,29,232,49,0.199846860643185
2010,"211",362,84,36,48,10,74,17,0.232044198895028
2010,"212",1830,379,193,166,41,338,66,0.207103825136612
2010,"213",717,225,83,136,13,211,14,0.313807531380753
2010,"214",555,58,29,26,8,50,16,0.104504504504505
2010,"215",2260,533,310,208,27,506,83,0.235840707964602
2010,"216",416,59,31,28,8,50,8,0.141826923076923
2010,"240",1290,114,78,31,17,97,19,0.0883720930232558
2010,"250",721,67,56,9,24,43,17,0.0929264909847434
2010,"260",278,38,11,24,16,22,6,0.136690647482014
2010,"261",674,79,58,17,8,70,17,0.117210682492582
2010,"270",2629,372,275,92,22,350,117,0.141498668695321
2010,"280",322,63,53,10,3,60,25,0.195652173913043
2010,"281",1431,183,127,56,17,167,50,0.127882599580713
2010,"282",208,35,14,21,4,31,6,0.168269230769231
2010,"283",1407,134,62,71,14,119,19,0.0952380952380952
2010,"284",138,3,3,0,3,0,0,0.0217391304347826
2010,"285",1715,175,92,80,14,161,36,0.102040816326531
2010,"290",231,46,18,28,12,35,4,0.199134199134199
2010,"291",814,145,95,50,15,130,38,0.178132678132678
